sample_id,sequence_cluster_id
CYCPEPTMPDB_PAMPA_003986,797
CYCPEPTMPDB_PAMPA_003987,797
CYCPEPTMPDB_PAMPA_003988,797
CYCPEPTMPDB_PAMPA_003989,797
CYCPEPTMPDB_PAMPA_003990,797
CYCPEPTMPDB_PAMPA_003991,797
CYCPEPTMPDB_PAMPA_003992,797
CYCPEPTMPDB_PAMPA_003993,797
CYCPEPTMPDB_PAMPA_003994,797
CYCPEPTMPDB_PAMPA_003995,797
CYCPEPTMPDB_PAMPA_003996,797
CYCPEPTMPDB_PAMPA_003997,797
CYCPEPTMPDB_PAMPA_003998,797
CYCPEPTMPDB_PAMPA_003999,797
CYCPEPTMPDB_PAMPA_004000,797
CYCPEPTMPDB_PAMPA_004002,797
CYCPEPTMPDB_PAMPA_004003,797
CYCPEPTMPDB_PAMPA_004004,797
CYCPEPTMPDB_PAMPA_004005,797
CYCPEPTMPDB_PAMPA_004006,797
CYCPEPTMPDB_PAMPA_004007,797
CYCPEPTMPDB_PAMPA_004008,797
CYCPEPTMPDB_PAMPA_004013,797
CYCPEPTMPDB_PAMPA_004014,797
CYCPEPTMPDB_PAMPA_004015,797
CYCPEPTMPDB_PAMPA_004016,797
CYCPEPTMPDB_PAMPA_004021,797
CYCPEPTMPDB_PAMPA_004022,797
CYCPEPTMPDB_PAMPA_004023,797
CYCPEPTMPDB_PAMPA_004027,797
CYCPEPTMPDB_PAMPA_004055,797
CYCPEPTMPDB_PAMPA_004056,797
CYCPEPTMPDB_PAMPA_004057,797
CYCPEPTMPDB_PAMPA_004058,797
CYCPEPTMPDB_PAMPA_004059,797
CYCPEPTMPDB_PAMPA_004060,797
CYCPEPTMPDB_PAMPA_004061,797
CYCPEPTMPDB_PAMPA_004062,797
CYCPEPTMPDB_PAMPA_004063,797
CYCPEPTMPDB_PAMPA_004064,797
CYCPEPTMPDB_PAMPA_004065,797
CYCPEPTMPDB_PAMPA_004066,797
CYCPEPTMPDB_PAMPA_004067,797
CYCPEPTMPDB_PAMPA_004068,797
CYCPEPTMPDB_PAMPA_004069,797
CYCPEPTMPDB_PAMPA_004070,797
CYCPEPTMPDB_PAMPA_004071,797
CYCPEPTMPDB_PAMPA_004072,797
CYCPEPTMPDB_PAMPA_004073,797
CYCPEPTMPDB_PAMPA_004074,797
CYCPEPTMPDB_PAMPA_004075,797
CYCPEPTMPDB_PAMPA_004076,797
CYCPEPTMPDB_PAMPA_004077,797
CYCPEPTMPDB_PAMPA_004078,797
CYCPEPTMPDB_PAMPA_004079,797
CYCPEPTMPDB_PAMPA_004080,797
CYCPEPTMPDB_PAMPA_004081,797
CYCPEPTMPDB_PAMPA_004083,797
CYCPEPTMPDB_PAMPA_004084,797
CYCPEPTMPDB_PAMPA_004085,797
CYCPEPTMPDB_PAMPA_004086,797
CYCPEPTMPDB_PAMPA_004089,797
CYCPEPTMPDB_PAMPA_004090,797
CYCPEPTMPDB_PAMPA_004092,797
CYCPEPTMPDB_PAMPA_004093,797
CYCPEPTMPDB_PAMPA_004094,797
CYCPEPTMPDB_PAMPA_004099,797
CYCPEPTMPDB_PAMPA_004124,797
CYCPEPTMPDB_PAMPA_004125,797
CYCPEPTMPDB_PAMPA_004126,797
CYCPEPTMPDB_PAMPA_004127,797
CYCPEPTMPDB_PAMPA_004128,797
CYCPEPTMPDB_PAMPA_004129,797
CYCPEPTMPDB_PAMPA_004130,797
CYCPEPTMPDB_PAMPA_004131,797
CYCPEPTMPDB_PAMPA_004132,797
CYCPEPTMPDB_PAMPA_004133,797
CYCPEPTMPDB_PAMPA_004134,797
CYCPEPTMPDB_PAMPA_004135,797
CYCPEPTMPDB_PAMPA_004136,797
CYCPEPTMPDB_PAMPA_004137,797
CYCPEPTMPDB_PAMPA_004138,797
CYCPEPTMPDB_PAMPA_004139,797
CYCPEPTMPDB_PAMPA_004140,797
CYCPEPTMPDB_PAMPA_004141,797
CYCPEPTMPDB_PAMPA_004142,797
CYCPEPTMPDB_PAMPA_004143,797
CYCPEPTMPDB_PAMPA_004144,797
CYCPEPTMPDB_PAMPA_004145,797
CYCPEPTMPDB_PAMPA_004146,797
CYCPEPTMPDB_PAMPA_004147,797
CYCPEPTMPDB_PAMPA_004148,797
CYCPEPTMPDB_PAMPA_004149,797
CYCPEPTMPDB_PAMPA_004150,797
CYCPEPTMPDB_PAMPA_004151,797
CYCPEPTMPDB_PAMPA_004152,797
CYCPEPTMPDB_PAMPA_004153,797
CYCPEPTMPDB_PAMPA_004156,797
CYCPEPTMPDB_PAMPA_004157,797
CYCPEPTMPDB_PAMPA_004158,797
CYCPEPTMPDB_PAMPA_004159,797
CYCPEPTMPDB_PAMPA_004164,797
CYCPEPTMPDB_PAMPA_004167,797
CYCPEPTMPDB_PAMPA_004168,797
CYCPEPTMPDB_PAMPA_004169,797
CYCPEPTMPDB_PAMPA_004176,797
CYCPEPTMPDB_PAMPA_004177,797
CYCPEPTMPDB_PAMPA_004214,797
CYCPEPTMPDB_PAMPA_004215,797
CYCPEPTMPDB_PAMPA_004216,797
CYCPEPTMPDB_PAMPA_004217,797
CYCPEPTMPDB_PAMPA_004218,797
CYCPEPTMPDB_PAMPA_004219,797
CYCPEPTMPDB_PAMPA_004220,797
CYCPEPTMPDB_PAMPA_004221,797
CYCPEPTMPDB_PAMPA_004222,797
CYCPEPTMPDB_PAMPA_004223,797
CYCPEPTMPDB_PAMPA_004224,797
CYCPEPTMPDB_PAMPA_004225,797
CYCPEPTMPDB_PAMPA_004226,797
CYCPEPTMPDB_PAMPA_004227,797
CYCPEPTMPDB_PAMPA_004228,797
CYCPEPTMPDB_PAMPA_004229,797
CYCPEPTMPDB_PAMPA_004230,797
CYCPEPTMPDB_PAMPA_004231,797
CYCPEPTMPDB_PAMPA_004232,797
CYCPEPTMPDB_PAMPA_004233,797
CYCPEPTMPDB_PAMPA_004234,797
CYCPEPTMPDB_PAMPA_004235,797
CYCPEPTMPDB_PAMPA_004236,797
CYCPEPTMPDB_PAMPA_004237,797
CYCPEPTMPDB_PAMPA_004238,797
CYCPEPTMPDB_PAMPA_004239,797
CYCPEPTMPDB_PAMPA_004240,797
CYCPEPTMPDB_PAMPA_004241,797
CYCPEPTMPDB_PAMPA_004242,797
CYCPEPTMPDB_PAMPA_004243,797
CYCPEPTMPDB_PAMPA_004246,797
CYCPEPTMPDB_PAMPA_004247,797
CYCPEPTMPDB_PAMPA_004248,797
CYCPEPTMPDB_PAMPA_004249,797
CYCPEPTMPDB_PAMPA_004250,797
CYCPEPTMPDB_PAMPA_004255,797
CYCPEPTMPDB_PAMPA_004256,797
CYCPEPTMPDB_PAMPA_004259,797
CYCPEPTMPDB_PAMPA_004260,797
CYCPEPTMPDB_PAMPA_004261,797
CYCPEPTMPDB_PAMPA_004262,797
CYCPEPTMPDB_PAMPA_004269,797
CYCPEPTMPDB_PAMPA_004270,797
CYCPEPTMPDB_PAMPA_004271,797
CYCPEPTMPDB_PAMPA_004278,797
CYCPEPTMPDB_PAMPA_004309,797
CYCPEPTMPDB_PAMPA_004310,797
CYCPEPTMPDB_PAMPA_004311,797
CYCPEPTMPDB_PAMPA_004312,797
CYCPEPTMPDB_PAMPA_004313,797
CYCPEPTMPDB_PAMPA_004314,797
CYCPEPTMPDB_PAMPA_004315,797
CYCPEPTMPDB_PAMPA_004316,797
CYCPEPTMPDB_PAMPA_004317,797
CYCPEPTMPDB_PAMPA_004318,797
CYCPEPTMPDB_PAMPA_004319,797
CYCPEPTMPDB_PAMPA_004320,797
CYCPEPTMPDB_PAMPA_004321,797
CYCPEPTMPDB_PAMPA_004322,797
CYCPEPTMPDB_PAMPA_004323,797
CYCPEPTMPDB_PAMPA_004324,797
CYCPEPTMPDB_PAMPA_004325,797
CYCPEPTMPDB_PAMPA_004326,797
CYCPEPTMPDB_PAMPA_004327,797
CYCPEPTMPDB_PAMPA_004328,797
CYCPEPTMPDB_PAMPA_004329,797
CYCPEPTMPDB_PAMPA_004330,797
CYCPEPTMPDB_PAMPA_004331,797
CYCPEPTMPDB_PAMPA_004332,797
CYCPEPTMPDB_PAMPA_004333,797
CYCPEPTMPDB_PAMPA_004334,797
CYCPEPTMPDB_PAMPA_004335,797
CYCPEPTMPDB_PAMPA_004336,797
CYCPEPTMPDB_PAMPA_004338,797
CYCPEPTMPDB_PAMPA_004339,797
CYCPEPTMPDB_PAMPA_004340,797
CYCPEPTMPDB_PAMPA_004341,797
CYCPEPTMPDB_PAMPA_004345,797
CYCPEPTMPDB_PAMPA_004346,797
CYCPEPTMPDB_PAMPA_004347,797
CYCPEPTMPDB_PAMPA_004350,797
CYCPEPTMPDB_PAMPA_004351,797
CYCPEPTMPDB_PAMPA_004352,797
CYCPEPTMPDB_PAMPA_004357,797
CYCPEPTMPDB_PAMPA_004358,797
CYCPEPTMPDB_PAMPA_004923,797
CYCPEPTMPDB_PAMPA_004924,797
CYCPEPTMPDB_PAMPA_004925,797
CYCPEPTMPDB_PAMPA_004926,797
CYCPEPTMPDB_PAMPA_004927,797
CYCPEPTMPDB_PAMPA_004928,797
CYCPEPTMPDB_PAMPA_004929,797
CYCPEPTMPDB_PAMPA_004930,797
CYCPEPTMPDB_PAMPA_004931,797
CYCPEPTMPDB_PAMPA_004932,797
CYCPEPTMPDB_PAMPA_004933,797
CYCPEPTMPDB_PAMPA_004934,797
CYCPEPTMPDB_PAMPA_004935,797
CYCPEPTMPDB_PAMPA_004936,797
CYCPEPTMPDB_PAMPA_004937,797
CYCPEPTMPDB_PAMPA_004938,797
CYCPEPTMPDB_PAMPA_004939,797
CYCPEPTMPDB_PAMPA_004940,797
CYCPEPTMPDB_PAMPA_004941,797
CYCPEPTMPDB_PAMPA_004942,797
CYCPEPTMPDB_PAMPA_004943,797
CYCPEPTMPDB_PAMPA_004944,797
CYCPEPTMPDB_PAMPA_004945,797
CYCPEPTMPDB_PAMPA_004946,797
CYCPEPTMPDB_PAMPA_004947,797
CYCPEPTMPDB_PAMPA_004948,797
CYCPEPTMPDB_PAMPA_004949,797
CYCPEPTMPDB_PAMPA_004950,797
CYCPEPTMPDB_PAMPA_004951,797
CYCPEPTMPDB_PAMPA_004952,797
CYCPEPTMPDB_PAMPA_004953,797
CYCPEPTMPDB_PAMPA_004954,797
CYCPEPTMPDB_PAMPA_004957,797
CYCPEPTMPDB_PAMPA_004958,797
CYCPEPTMPDB_PAMPA_004959,797
CYCPEPTMPDB_PAMPA_004960,797
CYCPEPTMPDB_PAMPA_004961,797
CYCPEPTMPDB_PAMPA_004962,797
CYCPEPTMPDB_PAMPA_004967,797
CYCPEPTMPDB_PAMPA_004970,797
CYCPEPTMPDB_PAMPA_004971,797
CYCPEPTMPDB_PAMPA_004972,797
CYCPEPTMPDB_PAMPA_004973,797
CYCPEPTMPDB_PAMPA_004977,797
CYCPEPTMPDB_PAMPA_004978,797
CYCPEPTMPDB_PAMPA_005014,797
CYCPEPTMPDB_PAMPA_005015,797
CYCPEPTMPDB_PAMPA_005016,797
CYCPEPTMPDB_PAMPA_005017,797
CYCPEPTMPDB_PAMPA_005019,797
CYCPEPTMPDB_PAMPA_005020,797
CYCPEPTMPDB_PAMPA_005021,797
CYCPEPTMPDB_PAMPA_005023,797
CYCPEPTMPDB_PAMPA_005024,797
CYCPEPTMPDB_PAMPA_005025,797
CYCPEPTMPDB_PAMPA_005030,797
CYCPEPTMPDB_PAMPA_005038,797
CYCPEPTMPDB_PAMPA_005039,797
CYCPEPTMPDB_PAMPA_005040,797
CYCPEPTMPDB_PAMPA_005041,797
CYCPEPTMPDB_PAMPA_005042,797
CYCPEPTMPDB_PAMPA_005043,797
CYCPEPTMPDB_PAMPA_005044,797
CYCPEPTMPDB_PAMPA_005045,797
CYCPEPTMPDB_PAMPA_005046,797
CYCPEPTMPDB_PAMPA_005047,797
CYCPEPTMPDB_PAMPA_005048,797
CYCPEPTMPDB_PAMPA_005049,797
CYCPEPTMPDB_PAMPA_005050,797
CYCPEPTMPDB_PAMPA_005051,797
CYCPEPTMPDB_PAMPA_005052,797
CYCPEPTMPDB_PAMPA_005053,797
CYCPEPTMPDB_PAMPA_005054,797
CYCPEPTMPDB_PAMPA_005055,797
CYCPEPTMPDB_PAMPA_005056,797
CYCPEPTMPDB_PAMPA_005057,797
CYCPEPTMPDB_PAMPA_005061,797
CYCPEPTMPDB_PAMPA_005063,797
CYCPEPTMPDB_PAMPA_005068,797
CYCPEPTMPDB_PAMPA_005069,797
CYCPEPTMPDB_PAMPA_004394,797
CYCPEPTMPDB_PAMPA_004395,797
CYCPEPTMPDB_PAMPA_004396,797
CYCPEPTMPDB_PAMPA_004397,797
CYCPEPTMPDB_PAMPA_004398,797
CYCPEPTMPDB_PAMPA_004399,797
CYCPEPTMPDB_PAMPA_004400,797
CYCPEPTMPDB_PAMPA_004401,797
CYCPEPTMPDB_PAMPA_004402,797
CYCPEPTMPDB_PAMPA_004403,797
CYCPEPTMPDB_PAMPA_004404,797
CYCPEPTMPDB_PAMPA_004405,797
CYCPEPTMPDB_PAMPA_004406,797
CYCPEPTMPDB_PAMPA_004407,797
CYCPEPTMPDB_PAMPA_004408,797
CYCPEPTMPDB_PAMPA_004409,797
CYCPEPTMPDB_PAMPA_004410,797
CYCPEPTMPDB_PAMPA_004411,797
CYCPEPTMPDB_PAMPA_004412,797
CYCPEPTMPDB_PAMPA_004413,797
CYCPEPTMPDB_PAMPA_004414,797
CYCPEPTMPDB_PAMPA_004415,797
CYCPEPTMPDB_PAMPA_004416,797
CYCPEPTMPDB_PAMPA_004417,797
CYCPEPTMPDB_PAMPA_004418,797
CYCPEPTMPDB_PAMPA_004419,797
CYCPEPTMPDB_PAMPA_004420,797
CYCPEPTMPDB_PAMPA_004421,797
CYCPEPTMPDB_PAMPA_004422,797
CYCPEPTMPDB_PAMPA_004423,797
CYCPEPTMPDB_PAMPA_004424,797
CYCPEPTMPDB_PAMPA_004425,797
CYCPEPTMPDB_PAMPA_004426,797
CYCPEPTMPDB_PAMPA_004427,797
CYCPEPTMPDB_PAMPA_004428,797
CYCPEPTMPDB_PAMPA_004432,797
CYCPEPTMPDB_PAMPA_004433,797
CYCPEPTMPDB_PAMPA_004434,797
CYCPEPTMPDB_PAMPA_004435,797
CYCPEPTMPDB_PAMPA_004441,797
CYCPEPTMPDB_PAMPA_004442,797
CYCPEPTMPDB_PAMPA_004445,797
CYCPEPTMPDB_PAMPA_004446,797
CYCPEPTMPDB_PAMPA_004447,797
CYCPEPTMPDB_PAMPA_004448,797
CYCPEPTMPDB_PAMPA_004453,797
CYCPEPTMPDB_PAMPA_004464,797
CYCPEPTMPDB_PAMPA_004493,797
CYCPEPTMPDB_PAMPA_004494,797
CYCPEPTMPDB_PAMPA_004495,797
CYCPEPTMPDB_PAMPA_004496,797
CYCPEPTMPDB_PAMPA_004497,797
CYCPEPTMPDB_PAMPA_004498,797
CYCPEPTMPDB_PAMPA_004499,797
CYCPEPTMPDB_PAMPA_004500,797
CYCPEPTMPDB_PAMPA_004501,797
CYCPEPTMPDB_PAMPA_004502,797
CYCPEPTMPDB_PAMPA_004503,797
CYCPEPTMPDB_PAMPA_004504,797
CYCPEPTMPDB_PAMPA_004505,797
CYCPEPTMPDB_PAMPA_004506,797
CYCPEPTMPDB_PAMPA_004507,797
CYCPEPTMPDB_PAMPA_004508,797
CYCPEPTMPDB_PAMPA_004509,797
CYCPEPTMPDB_PAMPA_004510,797
CYCPEPTMPDB_PAMPA_004511,797
CYCPEPTMPDB_PAMPA_004512,797
CYCPEPTMPDB_PAMPA_004513,797
CYCPEPTMPDB_PAMPA_004514,797
CYCPEPTMPDB_PAMPA_004515,797
CYCPEPTMPDB_PAMPA_004516,797
CYCPEPTMPDB_PAMPA_004517,797
CYCPEPTMPDB_PAMPA_004518,797
CYCPEPTMPDB_PAMPA_004519,797
CYCPEPTMPDB_PAMPA_004520,797
CYCPEPTMPDB_PAMPA_004521,797
CYCPEPTMPDB_PAMPA_004522,797
CYCPEPTMPDB_PAMPA_004523,797
CYCPEPTMPDB_PAMPA_004524,797
CYCPEPTMPDB_PAMPA_004527,797
CYCPEPTMPDB_PAMPA_004528,797
CYCPEPTMPDB_PAMPA_004529,797
CYCPEPTMPDB_PAMPA_004530,797
CYCPEPTMPDB_PAMPA_004535,797
CYCPEPTMPDB_PAMPA_004536,797
CYCPEPTMPDB_PAMPA_004539,797
CYCPEPTMPDB_PAMPA_004540,797
CYCPEPTMPDB_PAMPA_004541,797
CYCPEPTMPDB_PAMPA_004545,797
CYCPEPTMPDB_PAMPA_004552,797
CYCPEPTMPDB_PAMPA_004671,797
CYCPEPTMPDB_PAMPA_004672,797
CYCPEPTMPDB_PAMPA_004673,797
CYCPEPTMPDB_PAMPA_004674,797
CYCPEPTMPDB_PAMPA_004675,797
CYCPEPTMPDB_PAMPA_004676,797
CYCPEPTMPDB_PAMPA_004677,797
CYCPEPTMPDB_PAMPA_004678,797
CYCPEPTMPDB_PAMPA_004679,797
CYCPEPTMPDB_PAMPA_004680,797
CYCPEPTMPDB_PAMPA_004681,797
CYCPEPTMPDB_PAMPA_004682,797
CYCPEPTMPDB_PAMPA_004683,797
CYCPEPTMPDB_PAMPA_004684,797
CYCPEPTMPDB_PAMPA_004685,797
CYCPEPTMPDB_PAMPA_004686,797
CYCPEPTMPDB_PAMPA_004687,797
CYCPEPTMPDB_PAMPA_004688,797
CYCPEPTMPDB_PAMPA_004689,797
CYCPEPTMPDB_PAMPA_004690,797
CYCPEPTMPDB_PAMPA_004691,797
CYCPEPTMPDB_PAMPA_004692,797
CYCPEPTMPDB_PAMPA_004693,797
CYCPEPTMPDB_PAMPA_004694,797
CYCPEPTMPDB_PAMPA_004695,797
CYCPEPTMPDB_PAMPA_004696,797
CYCPEPTMPDB_PAMPA_004697,797
CYCPEPTMPDB_PAMPA_004698,797
CYCPEPTMPDB_PAMPA_004699,797
CYCPEPTMPDB_PAMPA_004700,797
CYCPEPTMPDB_PAMPA_004701,797
CYCPEPTMPDB_PAMPA_004705,797
CYCPEPTMPDB_PAMPA_004706,797
CYCPEPTMPDB_PAMPA_004707,797
CYCPEPTMPDB_PAMPA_004708,797
CYCPEPTMPDB_PAMPA_004714,797
CYCPEPTMPDB_PAMPA_004715,797
CYCPEPTMPDB_PAMPA_004718,797
CYCPEPTMPDB_PAMPA_004723,797
CYCPEPTMPDB_PAMPA_004731,797
CYCPEPTMPDB_PAMPA_004848,797
CYCPEPTMPDB_PAMPA_004849,797
CYCPEPTMPDB_PAMPA_004850,797
CYCPEPTMPDB_PAMPA_004851,797
CYCPEPTMPDB_PAMPA_004852,797
CYCPEPTMPDB_PAMPA_004853,797
CYCPEPTMPDB_PAMPA_004854,797
CYCPEPTMPDB_PAMPA_004855,797
CYCPEPTMPDB_PAMPA_004856,797
CYCPEPTMPDB_PAMPA_004857,797
CYCPEPTMPDB_PAMPA_004858,797
CYCPEPTMPDB_PAMPA_004859,797
CYCPEPTMPDB_PAMPA_004860,797
CYCPEPTMPDB_PAMPA_004861,797
CYCPEPTMPDB_PAMPA_004862,797
CYCPEPTMPDB_PAMPA_004863,797
CYCPEPTMPDB_PAMPA_004864,797
CYCPEPTMPDB_PAMPA_004865,797
CYCPEPTMPDB_PAMPA_004866,797
CYCPEPTMPDB_PAMPA_004867,797
CYCPEPTMPDB_PAMPA_004868,797
CYCPEPTMPDB_PAMPA_004869,797
CYCPEPTMPDB_PAMPA_004870,797
CYCPEPTMPDB_PAMPA_004871,797
CYCPEPTMPDB_PAMPA_004873,797
CYCPEPTMPDB_PAMPA_004874,797
CYCPEPTMPDB_PAMPA_004875,797
CYCPEPTMPDB_PAMPA_004876,797
CYCPEPTMPDB_PAMPA_004877,797
CYCPEPTMPDB_PAMPA_004880,797
CYCPEPTMPDB_PAMPA_004881,797
CYCPEPTMPDB_PAMPA_004883,797
CYCPEPTMPDB_PAMPA_004884,797
CYCPEPTMPDB_PAMPA_004885,797
CYCPEPTMPDB_PAMPA_004891,797
CYCPEPTMPDB_PAMPA_004901,797
CYCPEPTMPDB_PAMPA_002187,797
CYCPEPTMPDB_PAMPA_002188,797
CYCPEPTMPDB_PAMPA_002189,797
CYCPEPTMPDB_PAMPA_002190,797
CYCPEPTMPDB_PAMPA_002191,797
CYCPEPTMPDB_PAMPA_002192,797
CYCPEPTMPDB_PAMPA_002193,797
CYCPEPTMPDB_PAMPA_002194,797
CYCPEPTMPDB_PAMPA_002195,797
CYCPEPTMPDB_PAMPA_002196,797
CYCPEPTMPDB_PAMPA_002197,797
CYCPEPTMPDB_PAMPA_002198,797
CYCPEPTMPDB_PAMPA_002199,797
CYCPEPTMPDB_PAMPA_002200,797
CYCPEPTMPDB_PAMPA_002201,797
CYCPEPTMPDB_PAMPA_002202,797
CYCPEPTMPDB_PAMPA_002203,797
CYCPEPTMPDB_PAMPA_002204,797
CYCPEPTMPDB_PAMPA_002205,797
CYCPEPTMPDB_PAMPA_002206,797
CYCPEPTMPDB_PAMPA_002207,797
CYCPEPTMPDB_PAMPA_002208,797
CYCPEPTMPDB_PAMPA_002209,797
CYCPEPTMPDB_PAMPA_002210,797
CYCPEPTMPDB_PAMPA_002211,797
CYCPEPTMPDB_PAMPA_002212,797
CYCPEPTMPDB_PAMPA_002213,797
CYCPEPTMPDB_PAMPA_002214,797
CYCPEPTMPDB_PAMPA_002215,797
CYCPEPTMPDB_PAMPA_002219,797
CYCPEPTMPDB_PAMPA_002220,797
CYCPEPTMPDB_PAMPA_002221,797
CYCPEPTMPDB_PAMPA_002222,797
CYCPEPTMPDB_PAMPA_002223,797
CYCPEPTMPDB_PAMPA_002224,797
CYCPEPTMPDB_PAMPA_002228,797
CYCPEPTMPDB_PAMPA_002229,797
CYCPEPTMPDB_PAMPA_002233,797
CYCPEPTMPDB_PAMPA_002234,797
CYCPEPTMPDB_PAMPA_002235,797
CYCPEPTMPDB_PAMPA_002238,797
CYCPEPTMPDB_PAMPA_002239,797
CYCPEPTMPDB_PAMPA_002265,797
CYCPEPTMPDB_PAMPA_002266,797
CYCPEPTMPDB_PAMPA_002267,797
CYCPEPTMPDB_PAMPA_002268,797
CYCPEPTMPDB_PAMPA_002269,797
CYCPEPTMPDB_PAMPA_002270,797
CYCPEPTMPDB_PAMPA_002271,797
CYCPEPTMPDB_PAMPA_002272,797
CYCPEPTMPDB_PAMPA_002273,797
CYCPEPTMPDB_PAMPA_002274,797
CYCPEPTMPDB_PAMPA_002275,797
CYCPEPTMPDB_PAMPA_002276,797
CYCPEPTMPDB_PAMPA_002277,797
CYCPEPTMPDB_PAMPA_002278,797
CYCPEPTMPDB_PAMPA_002279,797
CYCPEPTMPDB_PAMPA_002280,797
CYCPEPTMPDB_PAMPA_002281,797
CYCPEPTMPDB_PAMPA_002282,797
CYCPEPTMPDB_PAMPA_002283,797
CYCPEPTMPDB_PAMPA_002284,797
CYCPEPTMPDB_PAMPA_002285,797
CYCPEPTMPDB_PAMPA_002286,797
CYCPEPTMPDB_PAMPA_002287,797
CYCPEPTMPDB_PAMPA_002288,797
CYCPEPTMPDB_PAMPA_002289,797
CYCPEPTMPDB_PAMPA_002290,797
CYCPEPTMPDB_PAMPA_002293,797
CYCPEPTMPDB_PAMPA_002294,797
CYCPEPTMPDB_PAMPA_002295,797
CYCPEPTMPDB_PAMPA_002296,797
CYCPEPTMPDB_PAMPA_002301,797
CYCPEPTMPDB_PAMPA_002303,797
CYCPEPTMPDB_PAMPA_002304,797
CYCPEPTMPDB_PAMPA_002305,797
CYCPEPTMPDB_PAMPA_002309,797
CYCPEPTMPDB_PAMPA_002310,797
CYCPEPTMPDB_PAMPA_003133,798
CYCPEPTMPDB_PAMPA_003138,798
CYCPEPTMPDB_PAMPA_003962,798
CYCPEPTMPDB_PAMPA_003967,798
CYCPEPTMPDB_PAMPA_004658,798
CYCPEPTMPDB_PAMPA_004669,798
CYCPEPTMPDB_PAMPA_004828,798
CYCPEPTMPDB_PAMPA_003142,798
CYCPEPTMPDB_PAMPA_003146,798
CYCPEPTMPDB_PAMPA_004667,798
CYCPEPTMPDB_PAMPA_004670,798
CYCPEPTMPDB_PAMPA_004841,798
CYCPEPTMPDB_PAMPA_004843,798
CYCPEPTMPDB_PAMPA_004844,798
CYCPEPTMPDB_PAMPA_003147,798
CYCPEPTMPDB_PAMPA_004846,798
CYCPEPTMPDB_PAMPA_003208,798
CYCPEPTMPDB_PAMPA_003219,798
CYCPEPTMPDB_PAMPA_003297,798
CYCPEPTMPDB_PAMPA_003301,798
CYCPEPTMPDB_PAMPA_003305,798
CYCPEPTMPDB_PAMPA_003307,798
CYCPEPTMPDB_PAMPA_003371,798
CYCPEPTMPDB_PAMPA_003376,798
CYCPEPTMPDB_PAMPA_003379,798
CYCPEPTMPDB_PAMPA_003462,798
CYCPEPTMPDB_PAMPA_003467,798
CYCPEPTMPDB_PAMPA_003471,798
CYCPEPTMPDB_PAMPA_003475,798
CYCPEPTMPDB_PAMPA_003568,798
CYCPEPTMPDB_PAMPA_003579,798
CYCPEPTMPDB_PAMPA_003664,798
CYCPEPTMPDB_PAMPA_003670,798
CYCPEPTMPDB_PAMPA_003771,798
CYCPEPTMPDB_PAMPA_003861,798
CYCPEPTMPDB_PAMPA_003866,798
CYCPEPTMPDB_PAMPA_003871,798
CYCPEPTMPDB_PAMPA_003874,798
CYCPEPTMPDB_PAMPA_004044,798
CYCPEPTMPDB_PAMPA_004119,798
CYCPEPTMPDB_PAMPA_004200,798
CYCPEPTMPDB_PAMPA_004204,798
CYCPEPTMPDB_PAMPA_004209,798
CYCPEPTMPDB_PAMPA_004289,798
CYCPEPTMPDB_PAMPA_004299,798
CYCPEPTMPDB_PAMPA_004303,798
CYCPEPTMPDB_PAMPA_004383,798
CYCPEPTMPDB_PAMPA_004386,798
CYCPEPTMPDB_PAMPA_004390,798
CYCPEPTMPDB_PAMPA_005003,798
CYCPEPTMPDB_PAMPA_005009,798
CYCPEPTMPDB_PAMPA_004475,798
CYCPEPTMPDB_PAMPA_004481,798
CYCPEPTMPDB_PAMPA_004486,798
CYCPEPTMPDB_PAMPA_004489,798
CYCPEPTMPDB_PAMPA_004563,798
CYCPEPTMPDB_PAMPA_004572,798
CYCPEPTMPDB_PAMPA_004752,798
CYCPEPTMPDB_PAMPA_004910,798
CYCPEPTMPDB_PAMPA_004914,798
CYCPEPTMPDB_PAMPA_004920,798
CYCPEPTMPDB_PAMPA_002258,798
CYCPEPTMPDB_PAMPA_002260,798
CYCPEPTMPDB_PAMPA_002263,798
CYCPEPTMPDB_PAMPA_002327,798
CYCPEPTMPDB_PAMPA_002330,798
CYCPEPTMPDB_PAMPA_002332,798
CYCPEPTMPDB_PAMPA_002334,798
CYCPEPTMPDB_PAMPA_003137,799
CYCPEPTMPDB_PAMPA_003971,799
CYCPEPTMPDB_PAMPA_004659,799
CYCPEPTMPDB_PAMPA_004666,799
CYCPEPTMPDB_PAMPA_004827,799
CYCPEPTMPDB_PAMPA_004838,799
CYCPEPTMPDB_PAMPA_003141,799
CYCPEPTMPDB_PAMPA_003144,799
CYCPEPTMPDB_PAMPA_003145,799
CYCPEPTMPDB_PAMPA_003969,799
CYCPEPTMPDB_PAMPA_003970,799
CYCPEPTMPDB_PAMPA_004837,799
CYCPEPTMPDB_PAMPA_004840,799
CYCPEPTMPDB_PAMPA_004842,799
CYCPEPTMPDB_PAMPA_004845,799
CYCPEPTMPDB_PAMPA_003212,799
CYCPEPTMPDB_PAMPA_003218,799
CYCPEPTMPDB_PAMPA_003299,799
CYCPEPTMPDB_PAMPA_003375,799
CYCPEPTMPDB_PAMPA_003463,799
CYCPEPTMPDB_PAMPA_003466,799
CYCPEPTMPDB_PAMPA_003476,799
CYCPEPTMPDB_PAMPA_003574,799
CYCPEPTMPDB_PAMPA_003583,799
